,Benchmark,Hardware Vendor	,System,Peak Result,Base Result,# Cores,# Chips ,Processor ,Published
916,CINT2017,Hewlett Packard Enterprise,"ProLiant DL365 Gen11 (2.55 GHz, AMD EPYC 9684X)",14.4,14.3,192,2,AMD EPYC 9684X,Nov-23
850,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen11 (2.20 GHz, AMD EPYC 9734)",11.1,11.0,112,1,AMD EPYC 9734,Jul-23
784,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.20 GHz, AMD EPYC 9734)",11.1,11.0,112,1,AMD EPYC 9734,Oct-23
785,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.20 GHz, AMD EPYC 9734)",11.1,10.9,112,1,AMD EPYC 9734,Aug-23
908,CINT2017,Hewlett Packard Enterprise,"ProLiant DL365 Gen11 (2.20 GHz, AMD EPYC 9734)",11.1,10.9,224,2,AMD EPYC 9734,Jul-23
998,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen11 (2.20 GHz, AMD EPYC 9734)",11.1,10.9,224,2,AMD EPYC 9734,Jul-23
857,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen11 (2.40 GHz, AMD EPYC 9745)",16.1,16.1,128,1,AMD EPYC 9745,Mar-25
794,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.40 GHz, AMD EPYC 9745)",16.1,16.1,128,1,AMD EPYC 9745,Mar-25
1005,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen11 (2.40 GHz, AMD EPYC 9745)",16.2,16.1,256,2,AMD EPYC 9745,Dec-24
789,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.25 GHz, AMD EPYC 9754)",0.0,0.0,128,1,AMD EPYC 9754,Jun-23
788,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.25 GHz, AMD EPYC 9754)",11.4,11.3,128,1,AMD EPYC 9754,Oct-23
853,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen11 (2.25 GHz, AMD EPYC 9754)",11.4,11.3,128,1,AMD EPYC 9754,Jun-23
1001,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen11 (2.25 GHz, AMD EPYC 9754)",11.4,11.3,256,2,AMD EPYC 9754,Jun-23
910,CINT2017,Hewlett Packard Enterprise,"ProLiant DL365 Gen11 (2.25 GHz, AMD EPYC 9754)",11.5,11.3,256,2,AMD EPYC 9754,Jun-23
851,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen11 (2.20 GHz, AMD EPYC 9825)",16.2,16.1,144,1,AMD EPYC 9825,Feb-25
786,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.20 GHz, AMD EPYC 9825)",16.2,16.1,144,1,AMD EPYC 9825,Feb-25
999,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen11 (2.20 GHz, AMD EPYC 9825)",16.2,16.1,288,2,AMD EPYC 9825,Dec-24
782,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.10 GHz, AMD EPYC 9845)",16.2,16.2,160,1,AMD EPYC 9845,May-25
849,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen11 (2.10 GHz, AMD EPYC 9845)",16.2,16.2,160,1,AMD EPYC 9845,Oct-24
783,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen11 (2.10 GHz, AMD EPYC 9845)",16.2,16.1,160,1,AMD EPYC 9845,Oct-24
997,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen11 (2.10 GHz, AMD EPYC 9845)",16.2,16.1,320,2,AMD EPYC 9845,Oct-24
996,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen11 (2.10 GHz, AMD EPYC 9845)",16.2,16.1,320,2,AMD EPYC 9845,May-25
718,CINT2017,Hewlett Packard Enterprise,"ProLiant Compute DL325 Gen12 (2.25 GHz, AMD EPYC 9965)",16.3,16.0,192,1,AMD EPYC 9965,Jul-25
1042,CINT2017,"IEIT Systems Co., Ltd.",NF5180A7 (AMD EPYC 9334),14.8,14.6,64,2,AMD EPYC 9334,Nov-23
1045,CINT2017,"IEIT Systems Co., Ltd.",NF5280A7 (AMD EPYC 9334),14.8,14.6,64,2,AMD EPYC 9334,Nov-23
1043,CINT2017,"IEIT Systems Co., Ltd.",NF5180A7 (AMD EPYC 9654),14.1,13.9,192,2,AMD EPYC 9654,Jan-24
1046,CINT2017,"IEIT Systems Co., Ltd.",NF5280A7 (AMD EPYC 9654),14.1,13.9,192,2,AMD EPYC 9654,Dec-23
1044,CINT2017,"IEIT Systems Co., Ltd.",NF5180A7 (AMD EPYC 9754),11.4,11.3,256,2,AMD EPYC 9754,Mar-24
1047,CINT2017,"IEIT Systems Co., Ltd.",NF5280A7 (AMD EPYC 9754),11.4,11.3,256,2,AMD EPYC 9754,Mar-24
1048,CINT2017,"Inspur Electronic Information Industry Co., Ltd.",N5468A7 (AMD EPYC 9534),14.1,13.9,128,2,AMD EPYC 9534,Sep-23
1049,CINT2017,Kaytus Systems Pte. Ltd.,KR1180V3 (AMD EPYC 9175F),21.3,20.8,16,1,AMD EPYC 9175F,Mar-25
1050,CINT2017,Kaytus Systems Pte. Ltd.,KR1180V3 (AMD EPYC 9375F),20.5,20.0,32,1,AMD EPYC 9375F,Mar-25
1562,CINT2017,Lenovo Global Technology,"ThinkSystem ST45 V3 (3.80 GHz, AMD EPYC 4124P)",17.2,16.3,4,1,AMD EPYC 4124P,Jan-25
1563,CINT2017,Lenovo Global Technology,"ThinkSystem ST45 V3 (3.80 GHz, AMD EPYC 4244P)",18.9,18.1,6,1,AMD EPYC 4244P,Jan-25
1565,CINT2017,Lenovo Global Technology,"ThinkSystem ST45 V3 (3.80 GHz, AMD EPYC 4344P)",19.8,19.0,8,1,AMD EPYC 4344P,Dec-24
1564,CINT2017,Lenovo Global Technology,"ThinkSystem ST45 V3 (3.80 GHz, AMD EPYC 4344P)",19.9,19.0,8,1,AMD EPYC 4344P,Jan-25
1567,CINT2017,Lenovo Global Technology,"ThinkSystem ST45 V3 (4.70GHz, AMD EPYC 4464P)",20.1,19.2,12,1,AMD EPYC 4464P,Dec-24
1566,CINT2017,Lenovo Global Technology,"ThinkSystem ST45 V3 (4.70 GHz, AMD EPYC 4464P)",20.0,19.1,12,1,AMD EPYC 4464P,Dec-24
1150,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 (2.80 GHz,AMD EPYC 7203)",10.6,10.5,8,1,AMD EPYC 7203,Aug-23
1336,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 (2.80 GHz,AMD EPYC 7203)",10.5,10.4,8,1,AMD EPYC 7203,Aug-23
1245,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 (2.80 GHz,AMD EPYC 7203)",11.2,11.0,16,2,AMD EPYC 7203,Aug-23
1434,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 (2.80 GHz,AMD EPYC 7203)",11.2,11.1,16,2,AMD EPYC 7203,Aug-23
1151,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 (2.80 GHz,AMD EPYC 7203P)",10.6,10.5,8,1,AMD EPYC 7203P,Sep-23
1337,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 (2.80 GHz,AMD EPYC 7203P)",10.6,10.5,8,1,AMD EPYC 7203P,Sep-23
1376,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.10 GHz, AMD EPYC 7232P",7.86,7.65,8,1,AMD EPYC 7232P,Mar-20
1188,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.10 GHz, AMD EPYC 7232P",7.84,7.65,8,1,AMD EPYC 7232P,Mar-20
1377,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.10 GHz, AMD EPYC 7252",8.21,8.01,8,1,AMD EPYC 7252,Apr-20
1189,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.10 GHz, AMD EPYC 7252",8.2,8.0,8,1,AMD EPYC 7252,Apr-20
1279,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.10 GHz, AMD EPYC 7252",8.55,8.34,16,2,AMD EPYC 7252,Jun-20
1466,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.10 GHz, AMD EPYC 7252",8.55,8.35,16,2,AMD EPYC 7252,Jul-20
1381,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.20 GHz,AMD EPYC 7262",8.78,8.52,8,1,AMD EPYC 7262,Oct-19
1193,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.20 GHz,AMD EPYC 7262",8.87,8.57,8,1,AMD EPYC 7262,Oct-19
1467,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.20 GHz, AMD EPYC 7262",9.2,9.0,16,2,AMD EPYC 7262,Jul-20
1280,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.20 GHz, AMD EPYC 7262",9.2,8.97,16,2,AMD EPYC 7262,Jun-20
1369,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.90 GHz, AMD EPYC 7272",8.21,8.03,12,1,AMD EPYC 7272,Apr-20
1181,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.90 GHz, AMD EPYC 7272",8.19,8.03,12,1,AMD EPYC 7272,Mar-20
1272,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.90 GHz, AMD EPYC 7272",8.54,8.34,24,2,AMD EPYC 7272,Jun-20
1460,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.90 GHz, AMD EPYC 7272",8.54,8.34,24,2,AMD EPYC 7272,Jun-20
1174,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.80 GHz, AMD EPYC 7282",8.47,8.27,16,1,AMD EPYC 7282,Mar-20
1362,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.80 GHz, AMD EPYC 7282",8.48,8.28,16,1,AMD EPYC 7282,Apr-20
1454,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7282",8.55,8.35,32,2,AMD EPYC 7282,Jul-20
1266,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7282",8.57,8.36,32,2,AMD EPYC 7282,Jun-20
1384,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.70 GHz, AMD EPYC 72F3",13.5,13.5,8,1,AMD EPYC 72F3,Jun-21
1385,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.70 GHz, AMD EPYC 72F3",12.7,12.7,8,1,AMD EPYC 72F3,Jun-21
1196,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.70 GHz, AMD EPYC 72F3",13.4,13.4,8,1,AMD EPYC 72F3,Jun-21
1197,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.70 GHz, AMD EPYC 72F3",12.7,12.7,8,1,AMD EPYC 72F3,Jun-21
1286,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.70 GHz, AMD EPYC 72F3",14.0,14.0,16,2,AMD EPYC 72F3,Mar-21
1473,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.70 GHz, AMD EPYC 72F3",14.0,13.9,16,2,AMD EPYC 72F3,Mar-21
1287,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.70 GHz, AMD EPYC 72F3",13.2,13.1,16,2,AMD EPYC 72F3,Mar-21
1184,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.00 GHz, AMD EPYC 7302",8.95,8.66,16,1,AMD EPYC 7302,Oct-19
1375,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.00 GHz,AMD EPYC 7302",8.95,8.68,16,1,AMD EPYC 7302,Oct-19
1276,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.00 GHz, AMD EPYC 7302",9.0,8.79,32,2,AMD EPYC 7302,Jun-20
1463,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.00 GHz, AMD EPYC 7302",9.01,8.78,32,2,AMD EPYC 7302,Jul-20
1372,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.00 GHz, AMD EPYC 7302P",8.94,8.71,16,1,AMD EPYC 7302P,Oct-19
1185,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.00 GHz, AMD EPYC 7302P",8.95,8.66,16,1,AMD EPYC 7302P,Nov-19
1148,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 (2.40 GHz,AMD EPYC 7303)",11.0,10.8,16,1,AMD EPYC 7303,Aug-23
1334,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 (2.40 GHz,AMD EPYC 7303)",11.0,10.8,16,1,AMD EPYC 7303,Aug-23
1433,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 (2.40 GHz,AMD EPYC 7303)",11.2,11.1,32,2,AMD EPYC 7303,Aug-23
1244,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 (2.40 GHz,AMD EPYC 7303)",11.2,11.1,32,2,AMD EPYC 7303,Aug-23
1149,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 (2.40 GHz,AMD EPYC 7303P)",11.0,10.8,16,1,AMD EPYC 7303P,Sep-23
1335,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 (2.40 GHz,AMD EPYC 7303P)",11.0,10.8,16,1,AMD EPYC 7303P,Sep-23
1186,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.00 GHz, AMD EPYC 7313",12.5,12.5,16,1,AMD EPYC 7313,Jul-21
1373,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.00 GHz, AMD EPYC 7313",12.6,12.6,16,1,AMD EPYC 7313,Aug-21
1277,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.00 GHz, AMD EPYC 7313",12.7,12.7,32,2,AMD EPYC 7313,Apr-21
1464,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.00 GHz, AMD EPYC 7313",12.7,12.7,32,2,AMD EPYC 7313,Apr-21
1374,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.00 GHz, AMD EPYC 7313P",12.6,12.5,16,1,AMD EPYC 7313P,Aug-21
1187,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.00 GHz, AMD EPYC 7313P",12.4,12.4,16,1,AMD EPYC 7313P,Jul-21
1378,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.20 GHz, AMD EPYC 7343",13.2,13.1,16,1,AMD EPYC 7343,Aug-21
1190,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.20 GHz, AMD EPYC 7343",13.1,13.1,16,1,AMD EPYC 7343,Jul-21
1281,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.20 GHz, AMD EPYC 7343",13.3,13.3,32,2,AMD EPYC 7343,May-21
1468,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.20 GHz, AMD EPYC 7343",13.3,13.3,32,2,AMD EPYC 7343,May-21
1162,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.30 GHz, AMD EPYC 7352",8.7,8.48,24,1,AMD EPYC 7352,Mar-20
1350,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.30 GHz, AMD EPYC 7352",8.69,8.48,24,1,AMD EPYC 7352,Mar-20
1255,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.30 GHz, AMD EPYC 7352",8.76,8.55,48,2,AMD EPYC 7352,Jun-20
1443,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.30 GHz, AMD EPYC 7352",8.76,8.55,48,2,AMD EPYC 7352,Jun-20
1465,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.05 GHz, AMD EPYC 7373X",13.6,13.5,32,2,AMD EPYC 7373X,Sep-22
1278,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.05 GHz, AMD EPYC 7373X",13.7,13.4,32,2,AMD EPYC 7373X,Jun-22
1382,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.50 GHz, AMD EPYC 73F3",13.6,13.5,16,1,AMD EPYC 73F3,Aug-21
1194,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.50 GHz, AMD EPYC 73F3",13.4,13.4,16,1,AMD EPYC 73F3,Jul-21
1284,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.50 GHz, AMD EPYC 73F3",13.7,13.7,32,2,AMD EPYC 73F3,Apr-21
1471,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.50 GHz, AMD EPYC 73F3",13.7,13.6,32,2,AMD EPYC 73F3,May-21
1177,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.80 GHz,AMD EPYC 7402",9.06,8.79,24,1,AMD EPYC 7402,Oct-19
1365,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.80 GHz,AMD EPYC 7402",9.06,8.79,24,1,AMD EPYC 7402,Oct-19
1455,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7402",9.1,8.91,48,2,AMD EPYC 7402,Jul-20
1267,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7402",9.09,8.88,48,2,AMD EPYC 7402,Jul-20
1178,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.80 GHz,AMD EPYC 7402P",9.08,8.78,24,1,AMD EPYC 7402P,Oct-19
1366,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.80 GHz,AMD EPYC 7402P",9.09,8.79,24,1,AMD EPYC 7402P,Oct-19
1172,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.65 GHz, AMD EPYC 7413",12.3,12.3,24,1,AMD EPYC 7413,Aug-21
1360,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.65 GHz, AMD EPYC 7413",12.3,12.3,24,1,AMD EPYC 7413,Aug-21
1452,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.65 GHz, AMD EPYC 7413",12.4,12.4,48,2,AMD EPYC 7413,May-21
1264,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.65 GHz, AMD EPYC 7413",12.4,12.4,48,2,AMD EPYC 7413,May-21
1179,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.85 GHz, AMD EPYC 7443",13.5,13.5,24,1,AMD EPYC 7443,Aug-21
1367,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.85 GHz, AMD EPYC 7443",13.4,13.4,24,1,AMD EPYC 7443,Aug-21
1271,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.85 GHz, AMD EPYC 7443",13.6,13.5,48,2,AMD EPYC 7443,Apr-21
1459,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.85 GHz, AMD EPYC 7443",13.6,13.5,48,2,AMD EPYC 7443,Apr-21
1368,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.85 GHz, AMD EPYC 7443P",13.5,13.4,24,1,AMD EPYC 7443P,Aug-21
1180,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.85 GHz, AMD EPYC 7443P",13.5,13.5,24,1,AMD EPYC 7443P,Aug-21
1353,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.35 GHz,AMD EPYC 7452",9.07,8.78,32,1,AMD EPYC 7452,Oct-19
1165,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.35 GHz,AMD EPYC 7452",9.07,8.8,32,1,AMD EPYC 7452,Oct-19
1446,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.35 GHz, AMD EPYC 7452",9.11,8.87,64,2,AMD EPYC 7452,Jul-20
1258,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.35 GHz, AMD EPYC 7452",9.1,8.88,64,2,AMD EPYC 7452,Jul-20
1361,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.75 GHz, AMD EPYC 7453",11.2,11.2,28,1,AMD EPYC 7453,Aug-21
1173,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.75 GHz, AMD EPYC 7453",11.2,11.2,28,1,AMD EPYC 7453,Aug-21
1265,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.75 GHz, AMD EPYC 7453",11.3,11.3,56,2,AMD EPYC 7453,May-21
1453,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.75 GHz, AMD EPYC 7453",11.3,11.2,56,2,AMD EPYC 7453,May-21
1456,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7473X",13.3,13.1,48,2,AMD EPYC 7473X,Sep-22
1268,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7473X",13.3,13.1,48,2,AMD EPYC 7473X,Jul-22
1379,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 3.20 GHz, AMD EPYC 74F3",13.5,13.5,24,1,AMD EPYC 74F3,Aug-21
1191,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 3.20 GHz, AMD EPYC 74F3",13.5,13.5,24,1,AMD EPYC 74F3,Jul-21
1282,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 3.20 GHz, AMD EPYC 74F3",13.7,13.6,48,2,AMD EPYC 74F3,Apr-21
1469,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 3.20 GHz, AMD EPYC 74F3",13.7,13.6,48,2,AMD EPYC 74F3,May-21
1356,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.50 GHz,AMD EPYC 7502",9.08,8.79,32,1,AMD EPYC 7502,Oct-19
1168,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.50 GHz,AMD EPYC 7502",9.08,8.79,32,1,AMD EPYC 7502,Oct-19
1449,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.50 GHz, AMD EPYC 7502",9.12,8.9,64,2,AMD EPYC 7502,Jul-20
1261,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.50 GHz, AMD EPYC 7502",9.11,8.89,64,2,AMD EPYC 7502,Jul-20
1169,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.50 GHz,AMD EPYC 7502P",9.08,8.78,32,1,AMD EPYC 7502P,Oct-19
1357,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.50 GHz,AMD EPYC 7502P",9.08,8.79,32,1,AMD EPYC 7502P,Oct-19
1358,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.60 GHz, AMD EPYC 7513",12.4,12.4,32,1,AMD EPYC 7513,Aug-21
1170,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.60 GHz, AMD EPYC 7513",12.5,12.4,32,1,AMD EPYC 7513,Aug-21
1262,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.60 GHz, AMD EPYC 7513",12.5,12.5,64,2,AMD EPYC 7513,May-21
1450,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.60 GHz, AMD EPYC 7513",12.5,12.5,64,2,AMD EPYC 7513,May-21
1166,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.40 GHz, AMD EPYC 7532",8.96,8.75,32,1,AMD EPYC 7532,May-20
1354,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.40 GHz, AMD EPYC 7532",8.97,8.76,32,1,AMD EPYC 7532,May-20
1259,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.40 GHz, AMD EPYC 7532",9.02,8.81,64,2,AMD EPYC 7532,Jul-20
1447,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.40 GHz, AMD EPYC 7532",9.0,8.82,64,2,AMD EPYC 7532,Jul-20
1370,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.90 GHz, AMD EPYC 7542",9.18,8.96,32,1,AMD EPYC 7542,Mar-20
1182,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.90 GHz, AMD EPYC 7542",9.19,8.97,32,1,AMD EPYC 7542,Mar-20
1273,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.90 GHz, AMD EPYC 7542",9.23,9.01,64,2,AMD EPYC 7542,Jul-20
1461,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.90 GHz, AMD EPYC 7542",9.23,9.02,64,2,AMD EPYC 7542,Aug-20
1175,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.80 GHz, AMD EPYC 7543",12.7,12.6,32,1,AMD EPYC 7543,Aug-21
1363,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.80 GHz, AMD EPYC 7543",12.6,12.5,32,1,AMD EPYC 7543,Jul-21
1457,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7543",12.7,12.7,64,2,AMD EPYC 7543,May-21
1269,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7543",12.7,12.7,64,2,AMD EPYC 7543,May-21
1176,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.80 GHz, AMD EPYC 7543P",12.6,12.6,32,1,AMD EPYC 7543P,Aug-21
1364,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.80 GHz, AMD EPYC 7543P",12.6,12.5,32,1,AMD EPYC 7543P,Jul-21
1158,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.20 GHz, AMD EPYC 7552",8.94,8.71,48,1,AMD EPYC 7552,Mar-20
1345,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.20 GHz, AMD EPYC 7552",8.95,8.73,48,1,AMD EPYC 7552,Mar-20
1251,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.20 GHz, AMD EPYC 7552",8.96,8.75,96,2,AMD EPYC 7552,Jul-20
1439,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.20 GHz, AMD EPYC 7552",8.96,8.76,96,2,AMD EPYC 7552,Aug-20
1458,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7573X",12.9,12.8,64,2,AMD EPYC 7573X,Sep-22
1270,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7573X",12.9,12.8,64,2,AMD EPYC 7573X,Jul-22
1183,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.95 GHz, AMD EPYC 75F3",13.6,13.6,32,1,AMD EPYC 75F3,Aug-21
1371,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.95 GHz, AMD EPYC 75F3",13.6,13.4,32,1,AMD EPYC 75F3,Jul-21
1274,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.95 GHz, AMD EPYC 75F3",13.6,13.6,64,2,AMD EPYC 75F3,May-21
1462,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.95 GHz, AMD EPYC 75F3",13.6,13.6,64,2,AMD EPYC 75F3,Apr-21
1275,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.95 GHz, AMD EPYC 75F3",13.6,13.6,64,2,AMD EPYC 75F3,Apr-21
1351,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 2.30 GHz, AMD EPYC 7642",8.97,8.76,48,1,AMD EPYC 7642,Mar-20
1163,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.30 GHz, AMD EPYC 7642",8.97,8.75,48,1,AMD EPYC 7642,Mar-20
1256,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 2.30 GHz, AMD EPYC 7642",9.01,8.78,96,2,AMD EPYC 7642,Jul-20
1444,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 2.30 GHz, AMD EPYC 7642",9.01,8.76,96,2,AMD EPYC 7642,Jul-20
1164,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 2.30 GHz, AMD EPYC 7643",12.3,12.3,48,1,AMD EPYC 7643,Aug-21
